Yields before optimization
	signal:        44.471 +/- 27.0      
	count_MC16e_zjets55      0.000
	fraction_MC16e_zjets55        nan

	count_MC16e_zjets56      0.000
	fraction_MC16e_zjets56      0.000

	count_MC16e_zjets57      0.000
	fraction_MC16e_zjets57     -0.000

	count_MC16e_zjets58      0.000
	fraction_MC16e_zjets58        nan

Signal = 0.2164414078 +/- 0.117049032103_stat +/- 0.0432882815599_sys
Background = 0.0168128265068 +/- 0.0122671091361_stat +/- 0.00336256530136_sys
